id,row,section,question,engineStatus,actualAnswer,sourceStatus,nextAction
107,462,"(*) ""המסלול המהיר"" | כן/לא",האם תהיה נבחרת שלא תספוג יותר משער אחד בשלב הבתים ?,locked_not_answered_now,לא ידוע,fast_track_daily_check_required,לא נסגר אוטומטית; דורש בדיקת מנהל לפי הסקשן
108,464,"(*) ""המסלול המהיר"" | כן/לא",האם תהיינה לפחות 6 קבוצות שלא תנצחנה אפילו משחק אחד בשלב הבתים ?,locked_not_answered_now,לא ידוע,fast_track_daily_check_required,לא נסגר אוטומטית; דורש בדיקת מנהל לפי הסקשן
109,466,"(*) ""המסלול המהיר"" | כן/לא",האם תהיינה לפחות 5 קבוצות שלא תפסדנה אפילו משחק אחד בשלב הבתים ?,locked_not_answered_now,לא ידוע,fast_track_daily_check_required,לא נסגר אוטומטית; דורש בדיקת מנהל לפי הסקשן
110,468,"(*) ""המסלול המהיר"" | כן/לא",האם מצב של מהפך (קבוצה שנקלעה לפיגור וסיימה כמנצחת ב- 90 דקות) יקרה בלפחות חמישה משחקים בשלב הבתים ? (***),locked_not_answered_now,לא ידוע,fast_track_daily_check_required,לא נסגר אוטומטית; דורש בדיקת מנהל לפי הסקשן
111,470,"(*) ""המסלול המהיר"" | כן/לא",האם יהיה לפחות שחקן אחד שיבקיע לזכות קבוצתו בכל שלושת משחקי שלב הבתים ?,locked_not_answered_now,לא ידוע,fast_track_daily_check_required,לא נסגר אוטומטית; דורש בדיקת מנהל לפי הסקשן
112,472,"(*) ""המסלול המהיר"" | כן/לא",האם יהיו לפחות 5 משחקים בטורניר בהם לא יישלפו כלל כרטיסים (צהובים/אדומים) במשחק ? (****),already_closed,כן,verified_manual,לא נוגע - כבר סגור/מאומת
113,474,"(*) ""המסלול המהיר"" | כן/לא",האם יובקעו לפחות 4 שערים עצמיים בטורניר ?,already_closed,כן,verified_manual,לא נוגע - כבר סגור/מאומת
114,476,"(*) ""המסלול המהיר"" | כן/לא",האם לפחות שחקן אחד יבקיע שלושער (או יותר) במשחק לאורך הטורניר ?,already_closed,כן,verified_manual,לא נוגע - כבר סגור/מאומת
115,478,"(*) ""המסלול המהיר"" | כן/לא",האם לפחות 2 שחקנים יבקיעו ביותר משני משחקים צמד (או יותר) שערים לזכות קבוצתם לאורך הטורניר ?,locked_not_answered_now,לא ידוע,fast_track_daily_check_required,לא נסגר אוטומטית; דורש בדיקת מנהל לפי הסקשן
116,480,"(*) ""המסלול המהיר"" | כן/לא","האם יובקע לפחות שער אחד בטורניר ע""י שחקן מחליף בתוך 2 דקות מרגע כניסתו למגרש ?",already_closed,כן,verified_external,לא נוגע - כבר סגור/מאומת
117,482,"(*) ""המסלול המהיר"" | כן/לא",האם בטורניר יישלפו לפחות 2 כרטיסים אדומים במחצית הראשונה (עד שריקת המחצית) ? (****),already_closed,כן,verified_manual,לא נוגע - כבר סגור/מאומת
118,484,"(*) ""המסלול המהיר"" | כן/לא",האם יהיו לפחות 2 משחקים בטורניר בהם יהיה חילוף ב- 15 דקות הראשונות של המשחק ?,locked_not_answered_now,לא ידוע,fast_track_daily_check_required,לא נסגר אוטומטית; דורש בדיקת מנהל לפי הסקשן
119,486,"(*) ""המסלול המהיר"" | כן/לא",האם במהלך הטורניר יהיה מצב בו שחקן שנכנס כמחליף יוחלף בעצמו ?,already_closed,כן,verified_manual,לא נוגע - כבר סגור/מאומת
120,488,"(*) ""המסלול המהיר"" | כן/לא","האם במהלך הטורניר יהיה משחק במהלכו שוער יוחלף ישירות ע""י שוער אחר ?",already_closed,כן,verified_manual,לא נוגע - כבר סגור/מאומת
121,490,"(*) ""המסלול המהיר"" | כן/לא",האם במהלך הטורניר יהיה משחק בו יובקעו שני שערים בהפרש של דקה אחת ?,already_closed,כן,verified_manual,לא נוגע - כבר סגור/מאומת
122,492,"(*) ""המסלול המהיר"" | כן/לא",האם תהיה קבוצה בטורניר שתשתתף ביותר מדו קרב פנדלים אחד ? (*******),locked_not_answered_now,לא ידוע,fast_track_daily_check_required,לא נסגר אוטומטית; דורש בדיקת מנהל לפי הסקשן
123,494,"(*) ""המסלול המהיר"" | כן/לא",האם תהיינה לפחות 2 קבוצות בטורניר שיבקיעו רביעיית שערים (או יותר) ביותר ממשחק אחד (כולל הארכה) ?,locked_not_answered_now,לא ידוע,fast_track_daily_check_required,לא נסגר אוטומטית; דורש בדיקת מנהל לפי הסקשן
124,496,"(*) ""המסלול המהיר"" | כן/לא",האם תהינה לפחות 2 קבוצות בטורניר שיצליחו להבקיע שער זכות לאחר שיורחק להן שחקן בכרטיס אדום (כולל הארכה)  ?,locked_not_answered_now,לא ידוע,fast_track_daily_check_required,לא נסגר אוטומטית; דורש בדיקת מנהל לפי הסקשן
125,498,"(*) ""המסלול המהיר"" | כן/לא",האם תהיה קבוצה בטורניר שיישלפו לה כרטיסים אדומים ביותר מ- 2 משחקים במהלך הטורניר ? (****),locked_not_answered_now,לא ידוע,fast_track_daily_check_required,לא נסגר אוטומטית; דורש בדיקת מנהל לפי הסקשן
126,500,"(*) ""המסלול המהיר"" | כן/לא",האם יהיו לפחות 2 משחקים בטורניר בהם קבוצה תחזור מפיגור של 2 שערים למצב של תיקו או ניצחון (ב- 90 דקות) ?,locked_not_answered_now,לא ידוע,fast_track_daily_check_required,לא נסגר אוטומטית; דורש בדיקת מנהל לפי הסקשן
127,505,"מסלול ה""גמר"" (*)",משחק הגמר יוכרע בתום:,locked_not_answered_now,לא ידוע,pending,לא נסגר אוטומטית; דורש בדיקת מנהל לפי הסקשן
128,507,"מסלול ה""גמר"" (*)",מס' השערים שיובקעו במשחק הגמר ב- 90 דקות,locked_not_answered_now,לא ידוע,pending,לא נסגר אוטומטית; דורש בדיקת מנהל לפי הסקשן
129,509,"מסלול ה""גמר"" (*)",תוצאת משחק הגמר בתום 90 דקות,locked_not_answered_now,לא ידוע,pending,לא נסגר אוטומטית; דורש בדיקת מנהל לפי הסקשן
130,511,"מסלול ה""גמר"" (*)",מס' השערים שיובקעו במשחק הגמר בהארכה (במידה ומשחק הגמר לא יגיע להארכה - הניחוש מבוטל),locked_not_answered_now,לא ידוע,pending,לא נסגר אוטומטית; דורש בדיקת מנהל לפי הסקשן
131,513,"מסלול ה""גמר"" (*)",מס' הפנדלים שייבעטו במסגרת דו קרב פנדלים (במידה ומשחק הגמר לא יגיע לדו קרב פנדלים - הניחוש מבוטל),locked_not_answered_now,לא ידוע,pending,לא נסגר אוטומטית; דורש בדיקת מנהל לפי הסקשן
132,515,"מסלול ה""גמר"" (*)",האם יובקע שער עד לדקה ה- 26 (כולל) של משחק הגמר ?,locked_not_answered_now,לא ידוע,pending,לא נסגר אוטומטית; דורש בדיקת מנהל לפי הסקשן
133,517,"מסלול ה""גמר"" (*)",ציון המחצית בה יובקעו יותר שערים במשחק הגמר,locked_not_answered_now,לא ידוע,pending,לא נסגר אוטומטית; דורש בדיקת מנהל לפי הסקשן
134,519,"מסלול ה""גמר"" (*)","האם ישלף כרטיס אדום במשחק הגמר (כולל הארכה, במידה ותהיה) ? (****)",locked_not_answered_now,לא ידוע,pending,לא נסגר אוטומטית; דורש בדיקת מנהל לפי הסקשן
135,521,"מסלול ה""גמר"" (*)","האם תישרק בעיטת פנדל במשחק הגמר (כולל הארכה, במידה ותהיה) ?",locked_not_answered_now,לא ידוע,pending,לא נסגר אוטומטית; דורש בדיקת מנהל לפי הסקשן
136,523,"מסלול ה""גמר"" (*)","האם ישלפו לפחות 5 כרטיסים צהובים במשחק הגמר (כולל הארכה, במידה ותהיה) ? (****)",locked_not_answered_now,לא ידוע,pending,לא נסגר אוטומטית; דורש בדיקת מנהל לפי הסקשן
137,525,"מסלול ה""גמר"" (*)","האם יובקע במשחק הגמר שער בנגיחה (כולל הארכה, במידה ותהיה) ? (******)",locked_not_answered_now,לא ידוע,pending,לא נסגר אוטומטית; דורש בדיקת מנהל לפי הסקשן
138,527,"מסלול ה""גמר"" (*)",האם במשחק הגמר יהיה לפחות שחקן אחד שיבקיע לזכות קבוצתו צמד שערים או יותר ?,locked_not_answered_now,לא ידוע,pending,לא נסגר אוטומטית; דורש בדיקת מנהל לפי הסקשן
139,529,"מסלול ה""גמר"" (*)",האם מלך השערים של הטורניר יבקיע שער במשחק הגמר (כולל הארכה ובעיטות הכרעה בפנדלים) ?,locked_not_answered_now,לא ידוע,pending,לא נסגר אוטומטית; דורש בדיקת מנהל לפי הסקשן
140,531,"מסלול ה""גמר"" (*)",האם בתום 90 דקות של משחק הגמר יבוצעו כל עשרת החילופים (5 חילופים לכל קבוצה) ?,locked_not_answered_now,לא ידוע,pending,לא נסגר אוטומטית; דורש בדיקת מנהל לפי הסקשן
141,533,"מסלול ה""גמר"" (*)",האם יבוצע חילוף במשחק הגמר בטרם פתיחת המחצית השניה (כולל חילוף במחצית המשחק) ?,locked_not_answered_now,לא ידוע,pending,לא נסגר אוטומטית; דורש בדיקת מנהל לפי הסקשן
142,535,"מסלול ה""גמר"" (*)",האם יהיו יותר מ- 10 קרנות במשחק הגמר (לא כולל הארכה) ?,locked_not_answered_now,לא ידוע,pending,לא נסגר אוטומטית; דורש בדיקת מנהל לפי הסקשן
143,537,"מסלול ה""גמר"" (*)",האם יהיו יותר מ- 5 נבדלים במשחק הגמר (לא כולל הארכה) ?,locked_not_answered_now,לא ידוע,pending,לא נסגר אוטומטית; דורש בדיקת מנהל לפי הסקשן
144,539,"מסלול ה""גמר"" (*)",השער הראשון במשחק הגמר (כולל הארכה ובעיטות הכרעה בפנדלים) יובקע ב:,locked_not_answered_now,לא ידוע,pending,לא נסגר אוטומטית; דורש בדיקת מנהל לפי הסקשן
145,541,"מסלול ה""גמר"" (*)",האירוע הראשון במשחק הגמר לאחר שריקת הפתיחה יהיה:,locked_not_answered_now,לא ידוע,pending,לא נסגר אוטומטית; דורש בדיקת מנהל לפי הסקשן
146,543,"מסלול ה""גמר"" (*)",בעיטת הפתיחה של משחק הגמר תיבעט ב:,locked_not_answered_now,לא ידוע,pending,לא נסגר אוטומטית; דורש בדיקת מנהל לפי הסקשן
